Столбец1;work_year;experience_level;employment_type;job_title;salary;salary_currency;salary_in_usd;employee_residence;remote_ratio;company_location;company_size;continent
3487;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3488;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3489;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3490;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3491;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3492;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3493;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3494;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3495;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3496;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3497;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3498;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3499;2022;SE;FT;Data Scientist;191475;USD;191475;US;0;US;M;North America
3500;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3501;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3502;2022;SE;FT;Data Scientist;191475;USD;191475;US;100;US;M;North America
3503;2023;SE;FT;Machine Learning Engineer;191400;USD;191400;US;0;US;M;North America
3504;2023;SE;FT;Machine Learning Engineer;191400;USD;191400;US;0;US;M;North America
3506;2023;SE;FT;Data Scientist;191200;USD;191200;US;0;US;M;North America
3507;2022;SE;FT;Data Engineer;191200;USD;191200;US;0;US;M;North America
3508;2022;SE;FT;Data Engineer;191200;USD;191200;US;0;US;M;North America
3509;2022;SE;FT;Data Engineer;191200;USD;191200;US;0;US;M;North America
3510;2022;SE;FT;Data Engineer;191200;USD;191200;US;0;US;M;North America
3513;2023;SE;FT;Data Scientist;191000;USD;191000;US;100;US;M;North America
3514;2023;SE;FT;Data Architect;190900;USD;190900;US;0;US;M;North America
3519;2023;SE;FT;Research Engineer;190400;USD;190400;US;0;US;M;North America
3520;2023;SE;FT;Data Engineer;190400;USD;190400;US;0;US;M;North America
3521;2023;SE;FT;Research Engineer;190400;USD;190400;US;0;US;M;North America
3522;2023;SE;FT;Data Scientist;190200;USD;190200;US;0;US;M;North America
3523;2020;SE;FT;Data Science Manager;190200;USD;190200;US;100;US;M;North America
3527;2023;SE;FT;Data Engineer;190100;USD;190100;US;100;US;M;North America
3528;2023;SE;FT;Machine Learning Engineer;190027;USD;190027;US;0;US;M;North America
3568;2023;MI;FT;Data Science Manager;190000;USD;190000;US;100;US;M;North America
3569;2023;MI;FT;Data Engineer;190000;USD;190000;CA;100;CA;M;North America
3570;2023;SE;FT;Data Engineer;190000;USD;190000;US;100;US;M;North America
3571;2023;MI;FT;Analytics Engineer;190000;USD;190000;CA;100;CA;M;North America
3572;2023;MI;FT;Data Engineer;190000;USD;190000;CA;100;CA;M;North America
3573;2023;SE;FT;Machine Learning Engineer;190000;USD;190000;US;100;US;M;North America
3574;2023;SE;FT;Research Scientist;190000;USD;190000;US;0;US;M;North America
3575;2023;EX;FT;Data Science Director;190000;USD;190000;US;0;US;M;North America
3576;2023;SE;FT;Machine Learning Engineer;190000;USD;190000;US;100;US;M;North America
3577;2023;SE;FT;Research Scientist;190000;USD;190000;US;0;US;M;North America
3578;2023;SE;FT;Data Scientist;190000;USD;190000;US;100;US;M;North America
3579;2023;EX;FT;Data Science Director;190000;USD;190000;US;0;US;M;North America
3580;2023;SE;FT;Data Architect;190000;USD;190000;CA;100;CA;M;North America
3581;2023;SE;FT;AI Engineer;190000;USD;190000;US;0;US;M;North America
3582;2023;SE;FT;Data Engineer;190000;USD;190000;US;100;US;M;North America
3583;2023;SE;FT;Machine Learning Engineer;190000;USD;190000;US;100;US;M;North America
3584;2023;SE;FT;Data Scientist;190000;USD;190000;US;0;US;M;North America
3585;2023;MI;FT;Data Engineer;190000;USD;190000;US;100;US;M;North America
3586;2023;SE;FT;Data Engineer;190000;USD;190000;US;0;US;M;North America
3587;2023;SE;FT;Data Scientist;190000;USD;190000;US;100;US;M;North America
3588;2023;SE;FT;Machine Learning Engineer;190000;USD;190000;US;100;US;M;North America
3589;2023;MI;FT;Machine Learning Engineer;190000;USD;190000;US;0;US;L;North America
3590;2023;SE;FT;Analytics Engineer;190000;USD;190000;US;0;US;M;North America
3591;2023;SE;FT;Research Engineer;190000;USD;190000;US;0;US;M;North America
3592;2023;SE;FT;Machine Learning Engineer;190000;USD;190000;US;0;US;M;North America
3593;2023;SE;FT;Data Scientist;190000;USD;190000;US;100;US;M;North America
3594;2023;SE;FT;Data Engineer;190000;USD;190000;US;0;US;M;North America
3595;2023;SE;FT;Data Analytics Manager;190000;USD;190000;US;0;US;M;North America
3596;2023;SE;FT;Research Engineer;190000;USD;190000;US;0;US;M;North America
3597;2023;SE;FT;Machine Learning Researcher;190000;USD;190000;US;100;US;M;North America
3598;2023;SE;FT;Data Engineer;190000;USD;190000;US;0;US;M;North America
3599;2023;SE;FT;Data Science Manager;190000;USD;190000;US;100;US;M;North America
3600;2023;SE;FT;Data Scientist;190000;USD;190000;US;100;US;M;North America
3601;2023;SE;FT;Data Architect;190000;USD;190000;US;0;US;M;North America
3602;2023;SE;FT;Machine Learning Engineer;190000;USD;190000;US;100;US;M;North America
3603;2023;SE;FT;Machine Learning Engineer;190000;USD;190000;US;0;US;M;North America
3604;2023;SE;FT;Analytics Engineer;190000;USD;190000;CA;100;CA;M;North America
3605;2023;SE;FT;Data Engineer;190000;USD;190000;US;0;US;M;North America
3606;2023;SE;FT;Data Scientist;190000;USD;190000;US;0;US;M;North America
3607;2023;SE;FT;Data Engineer;190000;USD;190000;US;0;US;M;North America
3608;2023;SE;FT;Data Engineer;190000;USD;190000;US;0;US;M;North America
3609;2023;MI;FT;Research Scientist;190000;USD;190000;US;100;US;M;North America
3610;2023;MI;FT;Research Scientist;190000;USD;190000;US;0;US;M;North America
3611;2023;MI;FT;Research Scientist;190000;USD;190000;US;100;US;M;North America
3612;2023;SE;FT;Data Scientist;190000;USD;190000;CA;0;CA;M;North America
3613;2023;MI;FT;Data Scientist;190000;USD;190000;CA;100;CA;M;North America
3614;2023;SE;FT;Machine Learning Engineer;190000;USD;190000;US;0;US;M;North America
3615;2022;SE;FT;Data Science Manager;190000;USD;190000;US;100;US;L;North America
3616;2023;SE;FT;Data Scientist;190000;USD;190000;CA;0;CA;M;North America
3617;2023;SE;FT;Data Engineer;190000;USD;190000;US;100;US;M;North America
3618;2023;SE;FT;Data Scientist;190000;USD;190000;US;0;US;M;North America
3619;2023;SE;FT;Data Engineer;190000;USD;190000;US;100;US;M;North America
3620;2023;SE;FT;Data Scientist;190000;USD;190000;US;100;US;M;North America
3621;2023;SE;FT;Data Scientist;190000;USD;190000;US;0;US;M;North America
3622;2023;SE;FT;Data Engineer;190000;USD;190000;US;0;US;M;North America
3623;2023;SE;FT;Machine Learning Engineer;190000;USD;190000;US;0;US;M;North America
3624;2023;SE;FT;Data Engineer;190000;USD;190000;US;100;US;M;North America
3625;2023;SE;FT;Data Scientist;190000;USD;190000;US;0;US;M;North America
3626;2023;SE;FT;Analytics Engineer;190000;USD;190000;US;100;US;M;North America
3627;2023;SE;FT;Data Scientist;190000;USD;190000;CA;0;CA;M;North America
3628;2023;SE;FT;Data Analyst;190000;USD;190000;US;100;US;M;North America
3629;2023;EN;FT;Data Scientist;190000;USD;190000;US;0;US;M;North America
3630;2023;SE;FT;Data Scientist;190000;USD;190000;CA;0;CA;M;North America
3631;2023;SE;FT;Data Scientist;190000;USD;190000;US;0;US;M;North America
3632;2023;SE;FT;Data Scientist;190000;USD;190000;US;0;US;M;North America
3633;2023;MI;FT;Data Infrastructure Engineer;190000;USD;190000;US;100;US;M;North America
3634;2023;MI;FT;Data Infrastructure Engineer;190000;USD;190000;US;0;US;M;North America
3635;2023;SE;FT;Data Scientist;190000;USD;190000;US;0;US;M;North America
3636;2022;SE;FT;Data Scientist;190000;USD;190000;US;0;US;M;North America
3637;2022;SE;FT;Cloud Database Engineer;190000;USD;190000;US;100;US;M;North America
3638;2022;SE;FT;Data Scientist;190000;USD;190000;US;0;US;M;North America
3639;2022;SE;FT;Data Engineer;190000;USD;190000;US;100;US;M;North America
3640;2022;SE;FT;Data Architect;190000;USD;190000;US;100;US;M;North America
3641;2022;SE;FT;Principal Machine Learning Engineer;190000;USD;190000;US;100;US;L;North America
3642;2022;SE;FT;Data Architect;190000;USD;190000;US;100;US;M;North America
3643;2022;SE;FT;Data Architect;190000;USD;190000;US;100;US;M;North America
3644;2022;SE;FT;Data Architect;190000;USD;190000;US;100;US;M;North America
3645;2022;SE;FT;Analytics Engineer;190000;USD;190000;US;100;US;M;North America
3646;2022;SE;FT;Data Architect;190000;USD;190000;US;100;US;M;North America
3647;2020;SE;FT;Lead Data Scientist;190000;USD;190000;US;100;US;S;North America
3648;2023;SE;FT;Data Scientist;189750;USD;189750;US;100;US;M;North America
3649;2023;SE;FT;Data Scientist;189750;USD;189750;US;0;US;M;North America
3650;2023;SE;FT;Data Scientist;189750;USD;189750;CA;100;CA;M;North America
3651;2023;SE;FT;Data Scientist;189750;USD;189750;US;0;US;M;North America
3652;2023;MI;FT;Data Scientist;189750;USD;189750;US;0;US;M;North America
3653;2023;SE;FT;Data Science Consultant;189750;USD;189750;US;0;US;M;North America
3654;2022;EN;FT;Machine Learning Engineer;189750;USD;189750;US;0;US;M;North America
3655;2022;SE;FT;Machine Learning Engineer;189650;USD;189650;US;0;US;M;North America
3656;2022;SE;FT;Machine Learning Engineer;189650;USD;189650;US;0;US;M;North America
3657;2022;SE;FT;Machine Learning Engineer;189650;USD;189650;US;0;US;M;North America
3658;2022;SE;FT;Data Science Manager;189500;USD;189500;US;100;US;L;North America
3660;2023;SE;FT;Data Analyst;189400;USD;189400;GB;0;GB;M;Europe
3662;2023;SE;FT;Machine Learning Engineer;189360;USD;189360;US;100;US;M;North America
3663;2023;SE;FT;Research Engineer;189110;USD;189110;US;0;US;M;North America
3664;2023;SE;FT;Research Engineer;189110;USD;189110;US;0;US;M;North America
3665;2023;SE;FT;Research Engineer;189110;USD;189110;US;0;US;M;North America
3667;2023;SE;FT;Data Scientist;189100;USD;189100;US;0;US;M;North America
3673;2023;SE;FT;Business Intelligence Analyst;189000;USD;189000;US;100;US;M;North America
3674;2023;MI;FT;Business Intelligence Analyst;189000;USD;189000;US;100;US;M;North America
3675;2023;SE;FT;Research Scientist;189000;USD;189000;US;0;US;M;North America
3676;2023;SE;FT;Machine Learning Engineer;189000;USD;189000;US;100;US;M;North America
3677;2023;SE;FT;Machine Learning Engineer;189000;EUR;204060;DE;100;DE;M;Europe
3678;2023;SE;FT;Machine Learning Software Engineer;189000;USD;189000;US;0;US;M;North America
3679;2023;SE;FT;Machine Learning Engineer;188800;USD;188800;US;0;US;M;North America
3680;2023;SE;FT;Machine Learning Engineer;188800;USD;188800;US;0;US;M;North America
3681;2023;SE;FT;Machine Learning Engineer;188800;USD;188800;US;100;US;M;North America
3682;2023;SE;FT;Machine Learning Engineer;188800;USD;188800;US;100;US;M;North America
3683;2023;SE;FT;Research Scientist;188700;USD;188700;US;0;US;M;North America
3684;2022;SE;FT;Data Engineer;188700;USD;188700;US;100;US;M;North America
3685;2023;SE;FT;Data Engineer;188600;USD;188600;US;0;US;M;North America
3686;2023;SE;FT;Research Analyst;188600;USD;188600;US;0;US;M;North America
3693;2023;SE;FT;Data Architect;188500;USD;188500;US;100;US;M;North America
3694;2023;SE;FT;Data Architect;188500;USD;188500;US;100;US;M;North America
3695;2023;SE;FT;Data Scientist;188200;USD;188200;US;0;US;M;North America
3696;2023;SE;FT;Data Scientist;188200;USD;188200;US;0;US;M;North America
3697;2022;SE;FT;Data Engineer;188100;USD;188100;US;0;US;M;North America
3702;2023;SE;FT;Data Scientist;188000;USD;188000;US;100;US;M;North America
3703;2023;SE;FT;Data Scientist;188000;USD;188000;US;100;US;M;North America
3704;2023;SE;FT;Machine Learning Engineer;188000;USD;188000;US;100;US;M;North America
3705;2023;EX;FT;Head of Machine Learning;188000;USD;188000;US;0;US;M;North America
3706;2020;SE;FT;Data Engineer;188000;USD;188000;US;100;US;L;North America
3710;2023;MI;FT;Data Scientist;187500;USD;187500;US;0;US;M;North America
3711;2023;SE;FT;Data Engineer;187500;USD;187500;US;100;US;M;North America
3712;2023;SE;FT;Data Scientist;187415;USD;187415;US;0;US;M;North America
3713;2023;SE;FT;Data Scientist;187415;USD;187415;US;0;US;M;North America
3714;2023;SE;FT;Data Scientist;187415;USD;187415;US;0;US;M;North America
3715;2023;SE;FT;Data Scientist;187415;USD;187415;US;0;US;M;North America
3717;2023;SE;FT;Data Scientist;187259;USD;187259;US;0;US;M;North America
3718;2023;SE;FT;Data Scientist;187259;USD;187259;US;0;US;M;North America
3720;2023;SE;FT;Data Scientist;187200;USD;187200;US;100;US;M;North America
3721;2022;SE;FT;Machine Learning Engineer;187200;USD;187200;CA;100;CA;M;North America
3722;2022;EX;FT;Data Engineer;187200;USD;187200;US;100;US;M;North America
3725;2023;SE;FT;Data Engineer;187100;USD;187100;US;0;US;M;North America
3737;2023;SE;FT;ML Engineer;187000;USD;187000;US;0;US;M;North America
3738;2023;SE;FT;Analytics Engineer;187000;USD;187000;US;100;US;M;North America
3739;2023;MI;FT;Data Engineer;187000;USD;187000;US;100;US;M;North America
3740;2023;SE;FT;Machine Learning Engineer;187000;USD;187000;US;0;US;M;North America
3741;2023;EN;FT;Data Engineer;187000;USD;187000;US;0;US;M;North America
3742;2023;EN;FT;Data Engineer;187000;USD;187000;US;0;US;M;North America
3743;2023;SE;FT;Data Scientist;187000;USD;187000;US;100;US;M;North America
3744;2023;SE;FT;Data Scientist;187000;USD;187000;US;0;US;M;North America
3745;2023;SE;FT;Data Analyst;187000;USD;187000;US;0;US;M;North America
3746;2022;MI;FT;Data Engineer;187000;USD;187000;US;100;US;M;North America
3749;2023;SE;FT;Data Scientist;186846;USD;186846;US;100;US;M;North America
3751;2023;SE;FT;Machine Learning Engineer;186754;USD;186754;US;0;US;M;North America
3752;2023;SE;FT;Data Engineer;186700;USD;186700;US;100;US;M;North America
3753;2023;SE;FT;Data Analyst;186600;USD;186600;US;100;US;M;North America
3754;2023;SE;FT;Data Engineer;186600;USD;186600;US;100;US;M;North America
3755;2023;SE;FT;Data Analyst;186600;USD;186600;US;100;US;M;North America
3756;2023;MI;FT;Data Engineer;186600;USD;186600;US;100;US;M;North America
3757;2023;SE;FT;Data Scientist;186300;USD;186300;US;100;US;M;North America
3758;2023;SE;FT;Data Scientist;186300;USD;186300;US;100;US;M;North America
3759;2023;SE;FT;Data Scientist;186200;USD;186200;US;100;US;M;North America
3760;2023;SE;FT;Business Intelligence Engineer;186030;USD;186030;US;100;US;M;North America
3763;2023;MI;FT;Data Engineer;186000;USD;186000;US;0;US;M;North America
3764;2023;SE;FT;Data Engineer;186000;USD;186000;US;0;US;M;North America
3765;2023;SE;FT;Machine Learning Engineer;186000;USD;186000;US;0;US;M;North America
3766;2023;SE;FT;Data Architect;186000;USD;186000;US;0;US;M;North America
3767;2023;MI;FT;Data Product Manager;186000;USD;186000;US;0;US;M;North America
3768;2023;SE;FT;Data Engineer;186000;USD;186000;US;0;US;M;North America
3769;2023;SE;FT;Data Architect;186000;USD;186000;US;0;US;M;North America
3770;2023;SE;FT;Machine Learning Engineer;186000;USD;186000;US;0;US;M;North America
3771;2023;MI;FT;Data Specialist;186000;USD;186000;US;0;US;M;North America
3772;2023;SE;FT;Data Scientist;186000;USD;186000;US;0;US;M;North America
3773;2023;SE;FT;Data Scientist;186000;USD;186000;US;0;US;M;North America
3774;2023;SE;FT;Machine Learning Engineer;186000;USD;186000;US;100;US;M;North America
3775;2022;SE;FT;Machine Learning Infrastructure Engineer;186000;USD;186000;US;100;US;M;North America
3776;2022;SE;FT;Machine Learning Engineer;186000;USD;186000;US;100;US;M;North America
3777;2022;SE;FT;Data Scientist;186000;USD;186000;US;0;US;M;North America
3782;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3783;2023;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3784;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3785;2023;SE;FT;Data Scientist;185900;USD;185900;US;100;US;M;North America
3786;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3787;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3788;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3789;2023;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3790;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3791;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3792;2023;MI;FT;Data Science Lead;185900;USD;185900;US;0;US;M;North America
3793;2023;MI;FT;Data Science Lead;185900;USD;185900;US;0;US;M;North America
3794;2023;MI;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3795;2023;MI;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3796;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3797;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3798;2023;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3799;2023;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3800;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3801;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3802;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3803;2023;SE;FT;Applied Scientist;185900;USD;185900;US;0;US;M;North America
3804;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3805;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3806;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3807;2023;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3808;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3809;2023;SE;FT;Decision Scientist;185900;USD;185900;US;0;US;M;North America
3810;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3811;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3812;2023;SE;FT;Decision Scientist;185900;USD;185900;US;0;US;M;North America
3813;2023;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3814;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3815;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3816;2023;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3817;2023;SE;FT;Decision Scientist;185900;USD;185900;US;0;US;M;North America
3818;2023;SE;FT;Decision Scientist;185900;USD;185900;US;0;US;M;North America
3819;2023;SE;FT;Business Intelligence Engineer;185900;USD;185900;US;0;US;M;North America
3820;2023;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3821;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3822;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3823;2023;SE;FT;Data Analyst;185900;USD;185900;US;0;US;M;North America
3824;2023;SE;FT;Data Analyst;185900;USD;185900;US;0;US;M;North America
3825;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3826;2023;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3827;2023;SE;FT;Data Analyst;185900;USD;185900;US;0;US;M;North America
3828;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3829;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3830;2023;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3831;2023;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3832;2022;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3833;2022;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3834;2022;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3835;2022;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3836;2022;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3837;2022;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3838;2022;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3839;2022;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3840;2022;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3841;2022;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3842;2022;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3843;2022;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3844;2022;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3845;2022;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3846;2022;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3847;2022;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3848;2022;SE;FT;Data Scientist;185900;USD;185900;US;0;US;M;North America
3849;2022;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3850;2022;SE;FT;Data Engineer;185900;USD;185900;US;0;US;M;North America
3856;2022;SE;FT;Data Engineer;185800;USD;185800;CA;100;CA;M;North America
3857;2023;MI;FT;Analytics Engineer;185700;USD;185700;US;0;US;M;North America
3862;2023;SE;FT;Data Scientist;185400;USD;185400;US;100;US;M;North America
3863;2022;SE;FT;Data Science Manager;185400;USD;185400;US;0;US;M;North America
3864;2023;SE;FT;Data Analyst;185100;USD;185100;US;0;US;M;North America
3865;2023;SE;FT;Data Analyst;185100;USD;185100;US;100;US;M;North America
3866;2023;SE;FT;Data Engineer;185100;USD;185100;US;100;US;M;North America
3867;2022;SE;FT;Data Scientist;185100;USD;185100;US;100;US;M;North America
3891;2023;SE;FT;Data Scientist;185000;USD;185000;CA;0;CA;M;North America
3892;2023;MI;FT;Data Engineer;185000;USD;185000;US;100;US;M;North America
3893;2023;MI;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;M;North America
3894;2023;SE;FT;Data Engineer;185000;USD;185000;US;0;US;M;North America
3895;2023;SE;FT;Data Science;185000;USD;185000;US;0;US;M;North America
3896;2023;SE;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3897;2023;MI;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3898;2023;SE;FT;Machine Learning Engineer;185000;USD;185000;US;100;US;M;North America
3899;2023;MI;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3900;2023;SE;FT;Data Architect;185000;USD;185000;US;0;US;M;North America
3901;2023;SE;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3902;2023;MI;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3903;2023;SE;FT;Data Architect;185000;USD;185000;US;0;US;M;North America
3904;2023;SE;FT;Data Engineer;185000;USD;185000;US;100;US;M;North America
3905;2023;EX;FT;Data Engineer;185000;USD;185000;US;0;US;M;North America
3906;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3907;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3908;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3909;2023;EX;FT;Research Scientist;185000;USD;185000;US;0;US;M;North America
3910;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3911;2023;SE;FT;Research Scientist;185000;USD;185000;US;0;US;M;North America
3912;2023;SE;FT;Data Scientist;185000;USD;185000;US;100;US;M;North America
3913;2023;SE;FT;Data Engineer;185000;USD;185000;US;100;US;M;North America
3914;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3915;2023;SE;FT;Data Architect;185000;USD;185000;US;0;US;M;North America
3916;2023;SE;FT;Data Architect;185000;USD;185000;US;0;US;M;North America
3917;2023;SE;FT;Data Engineer;185000;USD;185000;US;0;US;L;North America
3918;2023;SE;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3919;2023;SE;FT;Data Analyst;185000;USD;185000;US;0;US;M;North America
3920;2023;SE;FT;Data Engineer;185000;USD;185000;US;0;US;M;North America
3921;2023;SE;FT;Data Scientist;185000;USD;185000;US;100;US;M;North America
3922;2023;SE;FT;Research Analyst;185000;USD;185000;US;0;US;L;North America
3923;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3924;2023;SE;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3925;2023;SE;FT;Data Engineer;185000;USD;185000;US;0;US;M;North America
3926;2023;SE;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3927;2023;SE;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3928;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3929;2023;SE;FT;Analytics Engineer;185000;USD;185000;US;100;US;M;North America
3930;2023;SE;FT;Research Analyst;185000;USD;185000;US;0;US;M;North America
3931;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3932;2023;SE;FT;Research Engineer;185000;USD;185000;US;0;US;M;North America
3933;2023;SE;FT;Machine Learning Infrastructure Engineer;185000;USD;185000;US;0;US;M;North America
3934;2023;SE;FT;Data Infrastructure Engineer;185000;USD;185000;US;0;US;M;North America
3935;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3936;2023;SE;FT;Machine Learning Engineer;185000;USD;185000;US;0;US;M;North America
3937;2023;SE;FT;Data Scientist;185000;USD;185000;US;100;US;M;North America
3938;2023;SE;FT;Machine Learning Engineer;185000;USD;185000;US;0;US;M;North America
3939;2023;SE;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3940;2023;MI;FT;Research Scientist;185000;USD;185000;US;100;US;M;North America
3941;2023;SE;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3942;2023;MI;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3943;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3944;2023;SE;FT;Data Analyst;185000;USD;185000;US;0;US;M;North America
3945;2023;SE;FT;Data Science Manager;185000;USD;185000;US;100;US;M;North America
3946;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3947;2021;SE;FT;Staff Machine Learning Engineer;185000;USD;185000;US;50;US;M;North America
3948;2023;SE;FT;Data Visualization Specialist;185000;USD;185000;US;0;US;M;North America
3949;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3950;2023;SE;FT;Data Scientist;185000;USD;185000;US;0;US;L;North America
3951;2023;SE;FT;Data Engineer;185000;USD;185000;US;0;US;M;North America
3952;2023;EX;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3953;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3954;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3955;2023;SE;FT;Data Scientist;185000;USD;185000;US;0;US;M;North America
3956;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3957;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
3958;2023;SE;FT;Machine Learning Engineer;185000;USD;185000;US;0;US;M;North America
3959;2023;SE;FT;Business Intelligence Engineer;185000;USD;185000;US;0;US;L;North America
